CNPJ_FUNDO_CLASSE,DENOM_SOCIAL,CNPJ Gestor
42.592.438/0001-56,BB GR INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIMITADA,30.822.936/0001-69
42.598.117/0001-69,SÃO PEDRO FUNDO INCENTIVADO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,40.888.143/0001-04
42.619.279/0001-36,BB BRASÍLIA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIMITADA,30.822.936/0001-69
42.698.876/0001-01,ITAÚ DEB INCENTIVADAS PRÉ FIF INCENTIVADO INFRA RF CRÉD PRIV - RESP LIMITADA,40.430.971/0001-96
42.774.301/0001-12,CALATHEA RENDA FIXA CLASSE INCENTIVADA  DE INVESTIMENTO EM INFRAESTRUTURA - RESPONSABILIDADE LIMITAD,12.695.840/0001-03
43.122.009/0001-88,MAKTOUB FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,08.604.187/0001-44
43.122.017/0001-24,AMG1 KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,08.604.187/0001-44
43.122.073/0001-69,SOTONIC KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV  RESP LIMITADA,08.604.187/0001-44
43.122.090/0001-04,ORION KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CP RESP LIMITADA,08.604.187/0001-44
43.140.450/0001-92,SPARTA INFRA MASTER I FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,72.745.714/0001-30
43.140.638/0001-30,BOCAINA INFRA MASTER I - FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,38.347.420/0001-11
43.758.715/0001-10,ITAOCAIA FIF INVESTIMENTO EM INFRAESTRUTURA CLASSE DE INVESTIMENTO EM INFRA RENDA FIXA RESP LIMITADA,65.913.436/0001-17
44.212.650/0001-76,G&J FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM  INFRAESTRUTURA - RESP LIMITADA,12.695.840/0001-03
44.229.743/0001-03,EVOLUTION ACN FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉDITO PRIVADO RESP LIMITADA,40.430.971/0001-96
44.229.915/0001-49,UBS EVOLUTION MAJESTY FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉD PRIV RESP LIMITADA,11.519.438/0001-05
44.271.539/0001-50,ÊXITO FIF INVEST EM INFRA CLASSE DE INVESTIMENTO RENDA FIXA EM INFRAESTRUTURA RESP LIMITADA,01.638.542/0001-57
44.271.594/0001-40,MAMIRA FIF INV EM INFRAESTRUTURA CLASSE DE INVESTIMENTO EM INFRA RENDA FIXA RESP LIMITADA,65.913.436/0001-17
44.315.864/0001-78,BRAM DEBÊNTURES INCENT INFLAÇÃO INFRA FIF - CI INCENT DE INV EM INFRA RF LP - RESP LIMITADA,60.746.948/0001-12
44.360.319/0001-01,HIMALAIA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
44.361.134/0001-03,UBS EVOLUTION MASTER PORTFOLIO CRÉD PRIV CDI FI INCENTIVADO EM INFRAESTRUTURA RF RESP LIMITADA,11.519.438/0001-05
44.417.248/0001-28,WHISKY INFRA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
44.417.308/0001-02,AF DEBÊNTURES INCENTIVADAS FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,03.226.533/0001-84
44.960.766/0001-93,RIO BRAVO CRÉDITO INCENT INFLAÇÃO FIF - CI INCENTIVADA DE INV EM INFRA RF CRED PRIV - RESP LIMITADA,03.864.607/0001-08
45.019.458/0001-20,RBR INFRA MASTER I FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAEST RENDA FIXA RESP LIMITADA,44.361.607/0001-72
45.081.662/0001-71,BB ITAJU RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA  RESP LIMITADA,30.822.936/0001-69
45.081.835/0001-51,BB USBACK RF FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIMITADA,30.822.936/0001-69
45.088.665/0001-37,ALETHEIA FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO,34.848.969/0001-39
45.354.855/0001-59,PSL 1 FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
45.912.093/0001-69,VINCI CRÉDITO INFRA MASTER FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,11.077.576/0001-73
45.912.178/0001-47,VINCI CRÉDITO INFRA INSTITUCIONAL FUNDO INCENTIVADO DE IF EM INFRA RF - RESPONSABILIDADE LIMITADA,11.077.576/0001-73
46.098.742/0001-00,FL FUNDO INCENTIVADO DE INVEST FINANCEIRO EM  INFRAESTRUTURA RENDA FIXA -  RESPONSABILIDADE LTDA,09.175.140/0001-75
46.172.369/0001-82,TOSCANA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
46.423.681/0001-00,NIKOS INFRA MASTER FUNDO DE INVESTIMENTO FINANCEIRO,52.906.220/0001-82
46.438.835/0001-29,ITAÚ CONSULT DEB INCENTIVADAS IPCA FIF INCENTIVADO INFRA RF CRÉD PRIV - RESP LIMITADA,40.430.971/0001-96
46.438.863/0001-46,ITAÚ CONSULT DEB INCENTIVADAS CDI FUNDO INC DE INV FINANCEIRO INFRA RF CRÉD PRIV - RESP LIMITADA,40.430.971/0001-96
46.449.438/0001-52,ITAÚ DEBÊNTURES INCENTIVADAS CDI II FUNDO INC DE INVEST FINANCEIRO INFRA RF CRÉD PRIV RESP LIMITADA,40.430.971/0001-96
46.474.477/0001-00,ITAÚ PRIVATE DEB INCENTIVADAS PRÉ II TARGET 2027 FIF INCENTIVADO DE INV INFRA RF CP - RESP LTDA,40.430.971/0001-96
46.479.870/0001-96,ITAÚ DEB INCENTIVADAS PRÉ TARGET 2028 IV FIF INCENTIVADO EM INFRA RF CRÉD PRIV RESP LIMITADA,40.430.971/0001-96
46.503.160/0001-54,AVIÃO IV FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
46.573.287/0001-40,SAXUM FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,34.848.969/0001-39
46.655.366/0001-08,BB EVANGELISTA INFRA RF FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIM,30.822.936/0001-69
47.102.746/0001-70,BTG INFRA MASTER II FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,29.650.082/0001-00
47.457.540/0001-62,FSB INFRA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
47.512.582/0001-59,CAPITANIA MASTER IV FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,41.793.345/0001-27
47.540.226/0001-49,LONTRAS II FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RENDA FIXA CRED PRIV RESP LIMITADA,40.430.971/0001-96
47.562.268/0001-80,PSL 2 FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
47.586.467/0001-29,BWS SELEÇÃO CRÉDITO  INFRAESTRUTURA CLASSE DE  INVESTIMENTO RENDA FIXA - RESPONSABILIDADE LIMITADA,11.397.672/0002-80
47.610.743/0001-47,BUDAPESTE CLASSE DE INVESTIMENTO RENDA  FIXA INCENTIVADO EM INFRAESTRUTURA - RESP LIMITADA,19.807.960/0001-96
47.628.885/0001-31,ABSOLUTE HIDRA CDI MASTER FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,14.351.454/0001-11
47.698.578/0001-27,LEGACY CAPITAL COMPOUND FIF - FUNDO INCENT EM INV EM DEB DE INFRA IPCA RF CRÉD PRIV - RESP LIMITADA,28.674.641/0001-40
47.716.553/0001-09,JOURNEY CAPITAL 40 FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,20.316.689/0001-75
47.730.898/0001-17,FVI DEBÊNTURES INCENTIVADAS MASTER FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRA RENDA FIXA,50.544.038/0001-01
47.776.713/0001-05,TAPEMA DEBENTURES INCENTIVADAS FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
48.133.147/0001-86,ITAÚ DEBÊNTURES INCENTIVADAS INDEX FIF INCENTIVADO EM INFRA RENDA FIXA CRÉDITO PRIV RESP LIMITADA,40.430.971/0001-96
48.133.419/0001-48,ITAÚ PRIVATE DEB INCENTIVADAS PRÉ III TARGET 2027 FUNDO INC DE INV FINANCEIRO  INFRA RF - RESP LTDA,40.430.971/0001-96
48.393.053/0001-46,BB MEGLETH RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIMITADA,30.822.936/0001-69
48.553.311/0001-04,ZOOX FIF INV EM INFRAESTRUTURA CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA,01.638.542/0001-57
48.554.073/0001-51,DOURO 2 FIF INVEST EM INFRA CLASSE DE INVESTIMENTO RENDA FIXA EM INFRAESTRUTURA RESP LIMITADA,01.638.542/0001-57
48.554.212/0001-47,PGR FIF INVESTIMENTO EM INFRAESTRUTURA CI EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA,65.913.436/0001-17
48.554.260/0001-35,CAGINI FIF INVESTIMENTO EM INFRAESTRUTURA CLASSE DE INVESTIMENTO EM INFRA RENDA FIXA RESP LIMITADA,65.913.436/0001-17
48.766.978/0001-95,CASSOLA 3 FIF INV EM INFRAESTRUTURA CLASSE DE INV RENDA FIXA EM INFRAESTRUTURA RESP LIMITADA,01.638.542/0001-57
48.884.731/0001-73,INFRA JURO REAL KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,08.604.187/0001-44
48.969.047/0001-94,RIZA ÉVORA DEBÊNTURES INCENTIVADAS JUROS ATIVOS F INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRA RF,50.715.649/0001-67
48.969.700/0001-15,GABRIELA 18 KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,08.604.187/0001-44
48.969.821/0001-67,SUNO INFRA DEBENTURES MASTER I FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RF,11.304.223/0001-69
48.970.212/0001-28,SPARTA INFRA CDI MASTER I FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,72.745.714/0001-30
49.001.109/0001-32,ARBA FIF - CLASSE DE  INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM  INFRAESTRUTURA - RESP LIMITADA,12.695.840/0001-03
49.001.440/0001-52,BLUE HILL FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM INFRA - RESP LIMITADA,12.695.840/0001-03
49.115.219/0001-25,ANGRA KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA  RF CRED PRIV RESP LIMITADA,08.604.187/0001-44
49.289.104/0001-57,JGP CRÉDITO INFRA MASTER I FIF INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - RESP LTDA,13.189.882/0001-27
49.414.058/0001-70,ESTEVÃO FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
49.489.422/0001-61,BALENO KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,08.604.187/0001-44
49.598.896/0001-41,AUGME CLASSE DE INVESTIMENTO RENDA FIXA INCENTIVADO EM INFRAESTRUTURA - RESP LIMITADA,23.360.896/0001-15
49.624.023/0001-66,PSL 3 FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
49.827.171/0001-88,HASSENAH 2 FIF INVESTIMENTO EM INFRA CI EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA,01.638.542/0001-57
49.843.141/0001-65,SAFRA INFRA SELECTION II FIF INV EM INFRAESTRUTURA CI EM INFRA RENDA FIXA RESP LIMITADA,01.638.542/0001-57
49.920.429/0001-96,KINEA VC FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RENDA FIXA CRED PRIV RESP LIMITADA,08.604.187/0001-44
50.019.162/0001-40,PORTO BAOBA MASTER FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,16.492.391/0001-49
50.032.901/0001-33,SPARTA ESTRATÉGICO MASTER FUNDO INCENTIVADO DE INVEST FINANCEIRO EM INFRA RENDA FIXA - RESP LTDA,72.745.714/0001-30
50.039.659/0001-20,MULTI ENERGIA KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,08.604.187/0001-44
50.067.989/0001-29,G5 MVT FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,09.446.129/0001-00
50.074.358/0001-37,PMR KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,08.604.187/0001-44
50.076.958/0001-34,SAFE HAVEN INFRA KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,08.604.187/0001-44
50.099.740/0001-03,BB MYNA II INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIM,30.822.936/0001-69
50.116.962/0001-89,SAFRA DEBÊNTURES PLUS FIF INV EM INFRA  CLASSE DE INVEST EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA,01.638.542/0001-57
50.191.322/0001-33,OURO VELHO FIF INVESTIMENTO EM INFRAESTRUTURA CLASSE DE INVEST EM INFRA RENDA FIXA RESP LIMITADA,65.913.436/0001-17
50.272.216/0001-84,SAFIRA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
50.290.023/0001-56,CARIRI FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
50.320.512/0001-03,ASHER FIF INVESTIMENTO EM INFRAESTRUTURA CLASSE DE INVESTIMENTO RENDA FIXA EM INFRA RESP LIMITADA,01.638.542/0001-57
50.349.168/0001-85,LEREMA KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRAESTRUTURA RF CP RESP LIMITADA,08.604.187/0001-44
50.383.466/0001-91,BOCAINA INFRA MASTER III - FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,38.347.420/0001-11
50.390.553/0001-76,ITAÚ DEBÊNTURES INCENTIVADAS CDI III FUNDO INC DE INV FINANCEIRO EM INFRA RF CRÉD PRIV - RESP LTDA,40.430.971/0001-96
50.435.660/0001-73,LOBO-GUARÁ FIF INVESTIMENTO EM INFRAESTRUTURA CLASSE DE INVEST EM INFRA RENDA FIXA RESP LIMITADA,65.913.436/0001-17
50.563.729/0001-44,UBS EVOLUTION SERRAMBI FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉD PRIV RESP LIMITADA,11.519.438/0001-05
50.642.928/0001-48,OLIVA KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,08.604.187/0001-44
50.652.489/0001-54,LEIA EXCELLENCE FIF EM INFRA CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA,01.638.542/0001-57
50.658.258/0001-58,CALGARY INFRA KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,08.604.187/0001-44
50.678.270/0001-24,RENDA FIXA PORTFOLIO INCENTIVADA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
50.705.390/0001-73,SAFE HAVEN INFRA B1 FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
50.733.585/0001-27,108 KINEA VC FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,08.604.187/0001-44
50.817.290/0001-39,ALEXANDRE O GRANDE II FIF INV EM INFRAESTRUTURA CLASSE DE INV EM INFRA RENDA FIXA RESP LIMITADA,01.638.542/0001-57
50.840.386/0001-18,BB SUCCESSION RF FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIMITADA,30.822.936/0001-69
50.857.617/0001-04,SAFRA INFRA CDI MASTER FIF INVESTIMENTO EM INFRA CI EM INFRAESTRUTURA RF LONGO PRAZO RESP LIMITADA,01.638.542/0001-57
50.860.797/0001-75,MARESIAS KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,08.604.187/0001-44
50.861.003/0001-98,ABSOLUTE HIKER FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉD PRIV LP RESP LIMITADA,14.351.454/0001-11
50.862.124/0001-54,VINLAND FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA ATIVO FIF RF CRÉD PRIV LP  RESP LIMITADA,31.846.872/0001-07
50.868.823/0001-01,FUNDO DE INVESTIMENTO FINANCEIRO - CI RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRA JATIÚCA,60.746.948/0001-12
50.879.270/0001-92,JSPI DEBÊNTURES INCENTIVADAS FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRA RENDA FIXA,17.590.181/0001-56
50.890.486/0001-59,IMSM KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉDITO PRIVADO RESP LIMITADA,08.604.187/0001-44
50.891.130/0001-30,LEGACY CAPITAL COMPOUND FIF INVESTIMENTO EM DEB DE INFRA CDI ATIVO RF CRED PRIV LP RESP LIMITADA,28.674.641/0001-40
50.910.444/0001-32,WHITE WING KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,08.604.187/0001-44
50.926.512/0001-51,BUFFETT DEBÊNTURES INCENTIVADAS FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRA RENDA FIXA,17.590.181/0001-56
50.926.941/0001-29,TIWA KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,08.604.187/0001-44
50.927.112/0001-60,TREVISO KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,08.604.187/0001-44
50.946.766/0001-31,PÉGASUS KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,08.604.187/0001-44
50.979.958/0001-44,SÃO JORGE KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,08.604.187/0001-44
51.010.435/0001-58,KINZAN INFRA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO,12.695.840/0001-03
51.024.922/0001-70,TDI CLASSE INCENTIVADA DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - RESP LIMITADA,04.686.893/0001-21
51.033.302/0001-05,TORRES KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,08.604.187/0001-44
51.058.091/0001-57,RP INFRA KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,08.604.187/0001-44
51.063.538/0001-86,PAV FIF INVESTIMENTO EM INFRAESTRUTURA CI EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA,01.638.542/0001-57
51.096.061/0001-35,TTME 3 FIF INVEST EM INFRAESTRUTURA CLASSE DE INVESTIMENTO EM INFRA RENDA FIXA RESP LIMITADA,01.638.542/0001-57
51.112.915/0001-20,ABSOLUTE HIDRA IPCA MASTER FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,14.351.454/0001-11
51.161.157/0001-30,JOHN GALT KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,08.604.187/0001-44
51.181.910/0001-59,ALTOPASCIO KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,08.604.187/0001-44
51.189.318/0001-01,RBR INFRA MASTER II - FII FINANCEIRO EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA,44.361.607/0001-72
51.278.597/0001-71,CLAGUFA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
51.304.522/0001-18,KASTLE KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,08.604.187/0001-44
51.334.511/0001-80,JUCA FIF INVESTIMENTO EM INFRAESTRUTURA CLASSE DE INVESTIMENTO EM INFRA RENDA FIXA RESP LIMITADA,01.638.542/0001-57
51.357.586/0001-87,SHIRA 3 FUNDO DE INV FINANCEIRO INV EM INFRA CLASSE DE INVEST EM INFRA RENDA FIXA RESP LIMITADA,01.638.542/0001-57
51.365.675/0001-75,QUARTZO KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,08.604.187/0001-44
51.381.641/0001-74,SAINT ANTHONY KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,08.604.187/0001-44
51.383.310/0001-73,NEOGREEN KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,08.604.187/0001-44
51.389.786/0001-11,B5 FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
51.476.823/0001-29,EUCALIPTOS KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,08.604.187/0001-44
51.487.766/0001-83,PLANO INFRA KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,08.604.187/0001-44
51.507.955/0001-70,APOLLO FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
51.516.067/0001-14,P KINEA INFRA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉD PRIV RESP LIMITADA,08.604.187/0001-44
51.555.270/0001-08,ATENAS FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
51.572.183/0001-50,ARAUCARIA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
51.604.570/0001-21,ITAÚ DEBÊNTURES INCENTIVADAS II FIF INCENTIVADO INFRA RF CRED PRIV - RESP LIMITADA,40.430.971/0001-96
51.637.707/0001-44,TOP MB KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,08.604.187/0001-44
51.637.886/0001-10,SUELO KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,08.604.187/0001-44
51.661.677/0001-01,BELVEDERE KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,08.604.187/0001-44
51.697.128/0001-97,BTG PACTUAL HEDGE FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,29.650.082/0001-00
51.710.645/0001-59,SANTANDER FUNDO INCENTIVADO CDI INVESTIMENTO EM INFRA RF CRED PRIV - FIF RESP LIMITADA,10.231.177/0001-52
51.766.295/0001-42,PSL 4 FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
51.868.939/0001-03,MACK INFRA KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO DEB INFRA RF CRED PRIV - RESP LIMITADA,08.604.187/0001-44
51.924.043/0001-02,SPARTA INFRA MASTER V FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,72.745.714/0001-30
51.928.186/0001-84,ITAÚ LUMINA PLUS DEB INCENTIVADAS FDO INCENTIVADO DE INV FIN EM INFRA RF CRÉD PRIV LP RESP LIMITADA,40.430.971/0001-96
51.959.820/0001-46,BRAM DEBENTURES INCENTIVADAS CDI II FI FINANCEIRO - CI EM INFRA RF - RESP LIMITADA,60.746.948/0001-12
51.982.216/0001-30,GGTJ FIF INVEST EM INFRA CLASSE DE INVESTIMENTO RENDA FIXA EM INFRAESTRUTURA RESP LIMITADA,01.638.542/0001-57
52.046.394/0001-12,ACIN KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,08.604.187/0001-44
52.071.627/0001-37,CAPITANIA INFRA MASTER V FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,41.793.345/0001-27
52.096.571/0001-75,MIAMI FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,40.430.971/0001-96
52.111.528/0001-31,G5 PL FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,11.519.438/0001-05
52.133.916/0001-13,BLACK INFRA KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,08.604.187/0001-44
52.151.437/0001-20,ITAJUÍ INFRA KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,08.604.187/0001-44
52.188.815/0001-40,BB SSMAT98 INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIM,30.822.936/0001-69
