CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;CNPJ Gestor;Nome Gestor;Gestor Apelido
39.511.976/0001-64;INFRA PLUS RENDA FIXA CLASSE INCENTIVADA  DE INVESTIMENTO EM INFRAESTRUTURA - RESPONSABILIDADE LIMIT;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
39.703.214/0001-60;ICATU VANGUARDA TFO INCENTIVADO EM INFRAESTRUTURA FIF  CLASSE DE INVESTIMENTO RF  - RESP  LIMITADA;68.622.174/0001-20;ICATU VANGUARDA GESTÃO DE RECURSOS LTDA;Icatu
39.723.106/0001-59;SPARTA INFLAÇÃO MASTER FUNDO INCENTIVADO DE INVEST FINANCEIRO EM INFRA RENDA FIXA - RESP LTDA;72.745.714/0001-30;SPARTA ADMINISTRADORA DE RECURSOS LTDA;Sparta
40.054.529/0001-02;TOP 388 KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA;08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;Kinea
40.101.519/0001-80;GDI KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉD PRIV RESP LIMITADA;08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;Kinea
40.897.052/0001-27;FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM INFRA BEMAIS -RESP LIMITADA;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
40.963.311/0001-70;NU INFRA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA MASTER I;29.349.426/0001-37;NU ASSET MANAGEMENT LTDA;Nu Asset
41.091.044/0001-51;PCPAYV FIF INVESTIMENTO EM INFRAESTRUTURA CLASSE DE INVESTIMENTO EM INFRA RENDA FIXA RESP LIMITADA;65.913.436/0001-17;SAFRA ASSET CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;Safra Asset
41.163.523/0001-36;DPB INFRA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
41.300.683/0001-80;RFT LIMAY FIF - CLASSE DE INVESTIMENTO INCENTIVADA DE INVESTIMENTO EM INFRA RF - RESP LIMITADA;02.933.874/0001-27;RAFTER GESTÃO DE INVESTIMENTOS LTDA;Rafter
41.373.706/0001-86;FRATER DEBÊNTURES INCENTIVADAS FUNDO DE INVESTIMENTO FINANCEIRO EM  INFRAESTRUTURA RENDA FIXA;35.132.740/0001-66;BDR INVESTIMENTOS LTDA.;BDR
41.392.136/0001-71;SP330 KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CP RESP LIMITADA;08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;Kinea
41.394.902/0001-37;UBS EVOLUTION MASTER PORTFOLIO CRÉD PRIV FUNDO INCENTIVADO DE INVESTIMENTO EM INFRA RESP LIMITADA;11.519.438/0001-05;UBS BRASIL ADMINISTRADORA DE VALORES MOBILIÁRIOS LTDA.;UBS
41.395.293/0001-30;LISBOA KINEA FUNDO DE INV FINANCEIRO FUNDO INCENTIVADO EM INV EM DEB INFRA RF CP RESP LIMITADA;08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;Kinea
41.395.322/0001-64;RECIOTO KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA;08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;Kinea
41.594.289/0001-00;JGP DEBÊNTURES INCENTIVADAS JUROS REAIS MASTER FIF INCENTIVADO DE INVEST EM INFRA RENDA FIXA - RL;13.189.882/0001-27;JGP GESTÃO DE CREDITO LTDA;JGP
41.687.130/0001-21;GOPRO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA INVESTIMENTO EM INFRAESTRUTURA;15.289.957/0001-77;XP ADVISORY GESTAO DE RECURSOS LTDA;XPG
41.710.510/0001-30;GFO KINEA FIF FUNDO INCENTIVADO EM INV EM DEB DE INFRA RF CRED PRIV RESP LIMITADA;08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;Kinea
41.710.563/0001-50;PIRACAIA KINEA FUNDO DE INV FINANCEIRO FUNDO INCENTIVADO EM INV EM DEB INFRA RF CP RESP LIMITADA;08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;Kinea
41.714.349/0001-72;VIVINFRA KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA;08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;Kinea
41.763.312/0001-34;LM KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA;08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;Kinea
41.763.320/0001-80;NMP KINEA FIF INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRAESTRUTURA RF CRÉD PRIV RESP LIMITADA;08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;Kinea
41.776.635/0001-62;CAAS KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA;08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;Kinea
41.853.314/0001-14;EPM FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRAESTRUTURA RF CRÉD PRIV RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
41.953.322/0001-32;INTER INFRA MASTER FIF INCENTIV DE INVESTIMENTO EM INFRA RENDA FIXA CRÉD PRIV RESP LIMITADA;05.585.083/0001-41;INTER ASSET GESTÃO DE RECURSOS LTDA.;Inter
41.994.712/0001-50;ITAÚ DEB INCENTIVADAS FIF INCENTIVADO EM INFRA RF CRÉD PRIV - RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
42.066.694/0001-00;MARAVILHA FIF INVESTIMENTO EM INFRAESTRUTURA CLASSE DE INVEST EM INFRA RENDA FIXA RESP LIMITADA;65.913.436/0001-17;SAFRA ASSET CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;Safra Asset
42.066.755/0001-39;RUBI 3 FIF INVESTIMENTO EM INFRAESTRUTURA CI EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA;01.638.542/0001-57;SAFRA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;Safra Asset
42.102.181/0001-07;ZURIQUE FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM INFRA - RESP LIMITADA;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
42.154.270/0001-05;CONDE KINEA FUNDO DE INV FINANCEIRO FUNDO INCENTIVADO EM INV EM DEB INFRA RF CP RESP LIMITADA;08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;Kinea
42.195.812/0001-80;FÊNIX KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA;08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;Kinea
42.195.828/0001-92;TOP 6973 KINEA FUNDO DE INV FINANCEIRO FUNDO INCENTIVADO EM INV EM DEB INFRA RF CP RESP LIMITADA;08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;Kinea
42.195.916/0001-94;GOLDEN GATE KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA;08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;Kinea
42.217.140/0001-66;ELYSIO FIF INVEST EM INFRA CLASSE DE INVESTIMENTO RENDA FIXA EM INFRAESTRUTURA RESP LIMITADA;01.638.542/0001-57;SAFRA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;Safra Asset
42.221.412/0001-00;SAFRA CAPITAL MARKET INFRA MASTER II FIF INV EM INFRAESTRUTURA CI EM INFRA RF RESP LIMITADA;01.638.542/0001-57;SAFRA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;Safra Asset
42.298.805/0001-03;CAPIM FIF INVESTIMENTO EM INFRA CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA;04.686.893/0001-21;TURIM 21 INVESTIMENTOS LTDA;Turim
42.298.902/0001-04;CDLA GESTÃO FINANCEIRA FIF INV EM INFRA CLASSE DE INV EM RENDA FIXA EM INFRAESTRUTURA RESP LIMITADA;01.638.542/0001-57;SAFRA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;Safra Asset
42.321.494/0001-56;GENEVE RENDA FIXA CLASSE INCENTIVADA DE  INVESTIMENTO EM INFRAESTRUTURA - RESP LIMITADA;11.519.438/0001-05;UBS BRASIL ADMINISTRADORA DE VALORES MOBILIÁRIOS LTDA.;UBS
42.321.520/0001-46;AGRA FIF INVESTIMENTO EM INFRAESTRUTURA CLASSE DE INVESTIMENTO RENDA FIXA EM INFRA RESP LIMITADA;01.638.542/0001-57;SAFRA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;Safra Asset
42.378.579/0001-70;ITAÚ ACTION DEBÊNTURES INCENTIVADAS FIF INCENTIVADO INFRA RF CRED PRIV LP - RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
42.411.555/0001-76;ITAÚ DEB INCENTIVADAS CDI FDO INCENTIVADO DE INV FINANCEIRO EM INFRAESTR RF CRÉD PRIV  RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
42.420.560/0001-45;MANGALARGA 2 FIF INVESTIMENTO EM INFRA CI EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA;01.638.542/0001-57;SAFRA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;Safra Asset
42.420.671/0001-51;MCF FIF INVESTIMENTO EM INFRAESTRUTURA CI EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA;01.638.542/0001-57;SAFRA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;Safra Asset
42.420.740/0001-27;M&M 2 FIF INVESTIMENTO EM INFRA CI EM RENDA FIXA EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA;01.638.542/0001-57;SAFRA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;Safra Asset
42.447.172/0001-58;LINCE 4 FIF INVESTIMENTO EM INFRAESTRUTURA CI RENDA FIXA EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA;01.638.542/0001-57;SAFRA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;Safra Asset
42.447.197/0001-51;GAL CAFÉ 2 FIF INV EM INFRAESTRUTURA CLASSE DE INV EM INFRA RENDA FIXA RESP LIMITADA;01.638.542/0001-57;SAFRA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;Safra Asset
42.592.438/0001-56;BB GR INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIMITADA;30.822.936/0001-69;BB GESTAO DE RECURSOS DTVM S.A;BB Asset
42.598.117/0001-69;SÃO PEDRO FUNDO INCENTIVADO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;40.888.143/0001-04;GV ATACAMA CAPITAL LTDA.;GV Atacama
42.619.279/0001-36;BB BRASÍLIA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIMITADA;30.822.936/0001-69;BB GESTAO DE RECURSOS DTVM S.A;BB Asset
42.698.876/0001-01;ITAÚ DEB INCENTIVADAS PRÉ FIF INCENTIVADO INFRA RF CRÉD PRIV - RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
42.774.301/0001-12;CALATHEA RENDA FIXA CLASSE INCENTIVADA  DE INVESTIMENTO EM INFRAESTRUTURA - RESPONSABILIDADE LIMITAD;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
43.122.009/0001-88;MAKTOUB FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA;08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;Kinea
43.122.017/0001-24;AMG1 KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA;08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;Kinea
43.122.073/0001-69;SOTONIC KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV  RESP LIMITADA;08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;Kinea
43.122.090/0001-04;ORION KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CP RESP LIMITADA;08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;Kinea
43.140.450/0001-92;SPARTA INFRA MASTER I FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;72.745.714/0001-30;SPARTA ADMINISTRADORA DE RECURSOS LTDA;Sparta
43.140.638/0001-30;BOCAINA INFRA MASTER I - FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;38.347.420/0001-11;BOCAINA CAPITAL GESTORA DE RECURSOS LTDA.;Bocaina
43.758.715/0001-10;ITAOCAIA FIF INVESTIMENTO EM INFRAESTRUTURA CLASSE DE INVESTIMENTO EM INFRA RENDA FIXA RESP LIMITADA;65.913.436/0001-17;SAFRA ASSET CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;Safra Asset
44.212.650/0001-76;G&J FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM  INFRAESTRUTURA - RESP LIMITADA;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
44.229.743/0001-03;EVOLUTION ACN FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉDITO PRIVADO RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
44.229.915/0001-49;UBS EVOLUTION MAJESTY FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉD PRIV RESP LIMITADA;11.519.438/0001-05;UBS BRASIL ADMINISTRADORA DE VALORES MOBILIÁRIOS LTDA.;UBS
44.271.539/0001-50;ÊXITO FIF INVEST EM INFRA CLASSE DE INVESTIMENTO RENDA FIXA EM INFRAESTRUTURA RESP LIMITADA;01.638.542/0001-57;SAFRA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;Safra Asset
44.271.594/0001-40;MAMIRA FIF INV EM INFRAESTRUTURA CLASSE DE INVESTIMENTO EM INFRA RENDA FIXA RESP LIMITADA;65.913.436/0001-17;SAFRA ASSET CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;Safra Asset
44.315.864/0001-78;BRAM DEBÊNTURES INCENT INFLAÇÃO INFRA FIF - CI INCENT DE INV EM INFRA RF LP - RESP LIMITADA;60.746.948/0001-12;BANCO BRADESCO S.A.;BRAM
44.360.319/0001-01;HIMALAIA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
44.361.134/0001-03;UBS EVOLUTION MASTER PORTFOLIO CRÉD PRIV CDI FI INCENTIVADO EM INFRAESTRUTURA RF RESP LIMITADA;11.519.438/0001-05;UBS BRASIL ADMINISTRADORA DE VALORES MOBILIÁRIOS LTDA.;UBS
44.417.248/0001-28;WHISKY INFRA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
44.417.308/0001-02;AF DEBÊNTURES INCENTIVADAS FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA;03.226.533/0001-84;AF INVEST ADMINISTRAÇÃO DE RECURSOS LTDA;AF Invest
44.960.766/0001-93;RIO BRAVO CRÉDITO INCENT INFLAÇÃO FIF - CI INCENTIVADA DE INV EM INFRA RF CRED PRIV - RESP LIMITADA;03.864.607/0001-08;RIO BRAVO INVESTIMENTOS LTDA;Rio Bravo
45.019.458/0001-20;RBR INFRA MASTER I FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAEST RENDA FIXA RESP LIMITADA;44.361.607/0001-72;RBR INFRA GESTORA DE RECURSOS LTDA.;RBR
45.081.662/0001-71;BB ITAJU RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA  RESP LIMITADA;30.822.936/0001-69;BB GESTAO DE RECURSOS DTVM S.A;BB Asset
45.081.835/0001-51;BB USBACK RF FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIMITADA;30.822.936/0001-69;BB GESTAO DE RECURSOS DTVM S.A;BB Asset
45.088.665/0001-37;ALETHEIA FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO;34.848.969/0001-39;WEALTH HIGH GOVERNANCE CAPITAL LTDA.;WHG
45.354.855/0001-59;PSL 1 FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
45.912.093/0001-69;VINCI CRÉDITO INFRA MASTER FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;11.077.576/0001-73;VINCI GESTORA DE RECURSOS LTDA;Vinci
45.912.178/0001-47;VINCI CRÉDITO INFRA INSTITUCIONAL FUNDO INCENTIVADO DE IF EM INFRA RF - RESPONSABILIDADE LIMITADA;11.077.576/0001-73;VINCI GESTORA DE RECURSOS LTDA;Vinci
46.098.742/0001-00;FL FUNDO INCENTIVADO DE INVEST FINANCEIRO EM  INFRAESTRUTURA RENDA FIXA -  RESPONSABILIDADE LTDA;09.175.140/0001-75;GALT CAPITAL CONSULTORIA DE INVESTIMENTOS LTDA.;Galt
46.172.369/0001-82;TOSCANA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
46.423.681/0001-00;NIKOS INFRA MASTER FUNDO DE INVESTIMENTO FINANCEIRO;52.906.220/0001-82;NIKOS GESTAO DE RECURSOS LTDA.;Nikos
46.438.835/0001-29;ITAÚ CONSULT DEB INCENTIVADAS IPCA FIF INCENTIVADO INFRA RF CRÉD PRIV - RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
46.438.863/0001-46;ITAÚ CONSULT DEB INCENTIVADAS CDI FUNDO INC DE INV FINANCEIRO INFRA RF CRÉD PRIV - RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
46.449.438/0001-52;ITAÚ DEBÊNTURES INCENTIVADAS CDI II FUNDO INC DE INVEST FINANCEIRO INFRA RF CRÉD PRIV RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
46.474.477/0001-00;ITAÚ PRIVATE DEB INCENTIVADAS PRÉ II TARGET 2027 FIF INCENTIVADO DE INV INFRA RF CP - RESP LTDA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
46.479.870/0001-96;ITAÚ DEB INCENTIVADAS PRÉ TARGET 2028 IV FIF INCENTIVADO EM INFRA RF CRÉD PRIV RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
46.503.160/0001-54;AVIÃO IV FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
46.573.287/0001-40;SAXUM FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;34.848.969/0001-39;WEALTH HIGH GOVERNANCE CAPITAL LTDA.;WHG
46.655.366/0001-08;BB EVANGELISTA INFRA RF FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIM;30.822.936/0001-69;BB GESTAO DE RECURSOS DTVM S.A;BB Asset
47.102.746/0001-70;BTG INFRA MASTER II FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;29.650.082/0001-00;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;BTG Asset
47.457.540/0001-62;FSB INFRA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
47.512.582/0001-59;CAPITANIA MASTER IV FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA;41.793.345/0001-27;CAPITANIA CAPITAL S.A.;Capitânia
47.540.226/0001-49;LONTRAS II FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RENDA FIXA CRED PRIV RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
47.562.268/0001-80;PSL 2 FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
47.586.467/0001-29;BWS SELEÇÃO CRÉDITO  INFRAESTRUTURA CLASSE DE  INVESTIMENTO RENDA FIXA - RESPONSABILIDADE LIMITADA;11.397.672/0002-80;PLURAL GESTÃO DE RECURSOS LTDA;Plural
47.610.743/0001-47;BUDAPESTE CLASSE DE INVESTIMENTO RENDA  FIXA INCENTIVADO EM INFRAESTRUTURA - RESP LIMITADA;19.807.960/0001-96;ASA ASSET MANAGEMENT LTDA.;ASA
47.628.885/0001-31;ABSOLUTE HIDRA CDI MASTER FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA;14.351.454/0001-11;ABSOLUTE DHAMA GESTÃO DE INVESTIMENTOS LTDA;Absolute
47.698.578/0001-27;LEGACY CAPITAL COMPOUND FIF - FUNDO INCENT EM INV EM DEB DE INFRA IPCA RF CRÉD PRIV - RESP LIMITADA;28.674.641/0001-40;LEGACY CAPITAL GESTORA DE RECURSOS LTDA.;Legacy
47.716.553/0001-09;JOURNEY CAPITAL 40 FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;20.316.689/0001-75;JOURNEY CAPITAL ADMINISTRACAO DE RECURSOS LTDA;Journey
47.730.898/0001-17;FVI DEBÊNTURES INCENTIVADAS MASTER FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRA RENDA FIXA;50.544.038/0001-01;AZ QUEST INFRA LTDA.;AZ Quest
47.776.713/0001-05;TAPEMA DEBENTURES INCENTIVADAS FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
48.133.147/0001-86;ITAÚ DEBÊNTURES INCENTIVADAS INDEX FIF INCENTIVADO EM INFRA RENDA FIXA CRÉDITO PRIV RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
48.133.419/0001-48;ITAÚ PRIVATE DEB INCENTIVADAS PRÉ III TARGET 2027 FUNDO INC DE INV FINANCEIRO  INFRA RF - RESP LTDA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
48.393.053/0001-46;BB MEGLETH RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIMITADA;30.822.936/0001-69;BB GESTAO DE RECURSOS DTVM S.A;BB Asset
48.553.311/0001-04;ZOOX FIF INV EM INFRAESTRUTURA CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA;01.638.542/0001-57;SAFRA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;Safra Asset
48.554.073/0001-51;DOURO 2 FIF INVEST EM INFRA CLASSE DE INVESTIMENTO RENDA FIXA EM INFRAESTRUTURA RESP LIMITADA;01.638.542/0001-57;SAFRA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;Safra Asset
48.554.212/0001-47;PGR FIF INVESTIMENTO EM INFRAESTRUTURA CI EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA;65.913.436/0001-17;SAFRA ASSET CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;Safra Asset
48.554.260/0001-35;CAGINI FIF INVESTIMENTO EM INFRAESTRUTURA CLASSE DE INVESTIMENTO EM INFRA RENDA FIXA RESP LIMITADA;65.913.436/0001-17;SAFRA ASSET CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;Safra Asset
48.766.978/0001-95;CASSOLA 3 FIF INV EM INFRAESTRUTURA CLASSE DE INV RENDA FIXA EM INFRAESTRUTURA RESP LIMITADA;01.638.542/0001-57;SAFRA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;Safra Asset
48.884.731/0001-73;INFRA JURO REAL KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA;08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;Kinea
48.969.047/0001-94;RIZA ÉVORA DEBÊNTURES INCENTIVADAS JUROS ATIVOS F INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRA RF;50.715.649/0001-67;RIZA LÍQUIDOS GESTORA DE RECURSOS LTDA.;Riza
48.969.700/0001-15;GABRIELA 18 KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA;08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;Kinea
48.969.821/0001-67;SUNO INFRA DEBENTURES MASTER I FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RF;11.304.223/0001-69;SUNO GESTORA DE RECURSOS LTDA;Suno
