CNPJ Emissor,Emissor,Grupo,Setor,Descrição,Fonte
"28.594.234/0001-23","AUREN ENERGIA S.A.","Auren","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://ri.aurenenergia.com.br/"
"24.274.124/0001-23","ASSURUA 2 ENERGIA S.A.","Auren","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://ri.aurenenergia.com.br/"
"60.933.603/0001-78","CESP - COMPANHIA ENERGETICA DE SAO PAULO","Auren","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://ri.aurenenergia.com.br/"
"42.165.941/0001-25","POTENGI HOLDINGS S.A.","Auren","Energia","Holding que concentra participações em projetos e empresas de geração, transmissão ou comercialização de energia.","https://ri.aurenenergia.com.br/"
"23.096.269/0001-19","RIO PARANA ENERGIA S/A","Auren","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://ri.aurenenergia.com.br/"
"23.778.492/0001-46","ASSURUA 1 ENERGIA S.A.","Auren","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://ri.aurenenergia.com.br/"
"37.020.274/0001-52","VENTOS DE SANTA TEREZA 07 ENERGIAS RENOVAVEIS S.A.","Auren","Energia","Desenvolve ou opera projetos de geração de energia eólica.","https://ri.aurenenergia.com.br/"
"34.623.550/0001-89","TUCANO HOLDING II S.A","Auren","Energia","Holding que concentra participações em projetos e empresas de geração, transmissão ou comercialização de energia.","https://ri.aurenenergia.com.br/"
"35.714.529/0001-51","TUCANO HOLDING III S.A","Auren","Energia","Holding que concentra participações em projetos e empresas de geração, transmissão ou comercialização de energia.","https://ri.aurenenergia.com.br/"
"15.675.033/0001-09","VENTOS DE SAO TOME HOLDING S.A.","Auren","Energia","Desenvolve ou opera projetos de geração de energia eólica.","https://ri.aurenenergia.com.br/"
"41.825.390/0001-16","VELEIROS HOLDINGS S.A.","Auren","Energia","Holding que concentra participações em projetos e empresas de geração, transmissão ou comercialização de energia.","https://ri.aurenenergia.com.br/"
"17.875.156/0001-19","VENTOS DE SAO TITO HOLDING S/A","Auren","Energia","Desenvolve ou opera projetos de geração de energia eólica.","https://ri.aurenenergia.com.br/"
"16.603.346/0001-14","VENTOS DE SANTO ESTEVAO HOLDING S/A","Auren","Energia","Desenvolve ou opera projetos de geração de energia eólica.","https://ri.aurenenergia.com.br/"
"41.750.028/0001-23","AUTOGERACAO SOLAR SPE S.A.","Autogeração Solar","Energia","Desenvolve ou opera projetos de geração de energia solar fotovoltaica.",""
"55.167.344/0001-81","AUTOGERACAO SOLAR PARTICIPACOES VII S.A","Autogeração Solar","Energia","Desenvolve ou opera projetos de geração de energia solar fotovoltaica.",""
"53.431.099/0001-42","AUTOGERACAO SOLAR PART. VI HOLDING S.A","Autogeração Solar","Energia","Desenvolve ou opera projetos de geração de energia solar fotovoltaica.",""
"48.984.443/0001-90","AUTOGERACAO SOLAR COMPARTILHADA SUDESTE S.A.","Autogeração Solar","Energia","Desenvolve ou opera projetos de geração de energia solar fotovoltaica.",""
"53.047.240/0001-08","AUTOGERACAO SOLAR PARTICIPACOES VI S.A.","Autogeracao Solar Participações VI","Energia","Desenvolve ou opera projetos de geração de energia solar fotovoltaica.",""
"07.140.538/0001-40","AUTOPASS S.A.","Autopass","Serviços","Presta serviços empresariais, operacionais ou especializados a clientes públicos e privados.",""
"07.636.657/0001-99","ACO VERDE DO BRASIL S/A","AVB","M&M","Atua na mineração, siderurgia, metalurgia ou fabricação de produtos metálicos.",""
"33.541.368/0001-16","COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO - CHESF","Axia","Energia","Desenvolve ou opera ativos de geração hidrelétrica.","https://ri.axia.com.br/"
"02.016.507/0001-69","COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL ELETROBRAS CGT ELETROSUL","Axia","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.","https://ri.axia.com.br/"
"23.274.194/0001-19","FURNAS CENTRAIS ELETRICAS S/A","Axia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://ri.axia.com.br/"
"34.175.032/0001-40","AXIS SOLAR III EMPREENDIMENTOS E PARTICIPACOES S.A.","Axis Solar","Energia","Desenvolve ou opera projetos de geração de energia solar fotovoltaica.",""
"55.511.006/0001-15","AXIS SOLAR XI EMPREENDIMENTOS E PARTICIPACOES S.A.","Axis Solar","Energia","Desenvolve ou opera projetos de geração de energia solar fotovoltaica.",""
"43.880.268/0001-78","AXIS SOLARIX EMPR","Axis Solar","Energia","Desenvolve ou opera projetos de geração de energia solar fotovoltaica.",""
"48.759.193/0001-95","AXS PARTICIPACOES S.A.","AXS Energia","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo AXS.",""
"46.409.396/0001-26","AXS ENERGIA UFV GOIAS SPE S.A.","AXS Energia","Energia","Desenvolve ou opera projetos de geração de energia solar fotovoltaica.",""
"50.117.634/0001-05","AXS ENERGIA UNIDADE 10 SPE S.A","AXS Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"50.117.806/0001-32","AXS ENERGIA UNIDADE 08 S.A","AXS Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"50.059.431/0001-00","AXS ENERGIA UNIDADE 09 S.A.","AXS Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"41.235.642/0001-57","AXS ENERGIA UNIDADE 01 S.A","AXS Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"42.029.651/0001-54","AXS ENERGIA UNIDADE 05 S.A","AXS Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"45.870.799/0001-05","AXS ENERGIA UNIDADE 02 S.A.","AXS Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"42.030.202/0001-26","AXS ENERGIA UNIDADE 06 S.A.","AXS Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"50.117.483/0001-87","AXS ENERGIA UNIDADE 11 S.A.","AXS Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"50.059.636/0001-87","AXS ENERGIA UNIDADE 07 S.A","AXS Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"09.296.295/0001-60","AZUL LINHAS AEREAS BRASILEIRAS S.A.","Azul","Aviação","Presta serviços de transporte aéreo de passageiros e cargas.","https://ri.voeazul.com.br/"
"09.305.994/0001-29","AZUL S.A.","Azul","Aviação","Presta serviços de transporte aéreo de passageiros e cargas.","https://ri.voeazul.com.br/"
"16.590.234/0001-76","AZZAS 2154 S.A.","Azzas","Varejo","Comercializa produtos ao consumidor por meio de lojas físicas, atacado, distribuição ou canais digitais.","https://ri.azzas2154.com.br/"
"09.346.601/0001-25","B3 S.A. - BRASIL BOLSA BALCAO","B3","Serviços Financeiros","Opera infraestrutura de mercado financeiro, incluindo bolsa, balcão, registro, compensação e custódia.","https://ri.b3.com.br/"
"26.680.187/0001-05","BABILONIA HOLDING S.A.","Babilônia","Energia","Holding que concentra participações em projetos e empresas de geração, transmissão ou comercialização de energia.",""
"34.432.153/0001-20","COMPANHIA DE GAS DA BAHIA BAHIAGAS","Bahiagás","O&G","Distribui, comercializa ou processa gás natural e produtos energéticos relacionados.",""
"48.343.871/0001-34","BAMBOO SECURITIZADORA S.A","Bamboo Securitizadora","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"17.185.786/0001-61","CONSTRUTORA BARBOSA MELLO SA","Barbosa Mello","Real Estate","Desenvolve, incorpora, administra ou investe em imóveis e empreendimentos imobiliários.",""
"50.258.089/0001-69","BARREIRAS HOLDING S.A.","Barreiras","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Barreiras.",""
"14.641.895/0001-58","BARUERI ENERGIA RENOVAVEL S.A.","Barueri Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"65.613.958/0001-01","BASA SANEAMENTO AMBIENTAL S.A.","Basa","Saneamento","Presta serviços de abastecimento de água, coleta e tratamento de esgoto ou gestão de ativos de saneamento.",""
"28.409.693/0001-90","BC GERACAO E COMERCIALIZACAO DE ENERGIA S.A","BC Energia","Energia","Comercializa energia elétrica e presta soluções de gestão e contratação de energia.",""
"31.917.202/0001-26","BDWPART HOLDING E PARTICIPACOES SA","Bdwpart","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Bdwpart.",""
"07.322.382/0001-19","BE8 S.A.","Be8","O&G","Atua na cadeia de petróleo, gás natural, biocombustíveis ou distribuição de combustíveis.","https://www.be8energy.com/"
"26.845.702/0001-60","BELEM TRANSMISSORA DE ENERGIA S.A.","Belem","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"20.223.016/0001-70","BELO MONTE TRANSMISSORA DE ENERGIA SPE S.A.","Belo Monte","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"04.565.289/0001-47","BEMOL S/A","Bemol","Varejo","Comercializa produtos ao consumidor por meio de lojas físicas, atacado, distribuição ou canais digitais.",""
"11.371.025/0001-18","BETA PRODUTORA DE ENERGIA SPE SA.","Beta","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"08.793.343/0001-62","BIOENERGETICA VALE DO PARACATU S/A.","Bevap","A&A","Produz açúcar e etanol a partir da cana-de-açúcar, normalmente com cogeração de bioenergia.",""
"08.723.106/0001-25","BHG S.A. - BRAZIL HOSPITALITY GROUP","BHG","Serviços","Presta serviços empresariais, operacionais ou especializados a clientes públicos e privados.",""
"58.430.828/0001-60","BLAU FARMACEUTICA  S.A.","Blau","Saúde","Desenvolve, fabrica ou distribui medicamentos e produtos para saúde.",""
"35.618.250/0001-74","BLOCK FINANCIAL HOLDINGS DO BRASIL S.A","Block Financial Holdings do Brasil","Serviços Financeiros","Oferece crédito, investimentos, gestão de recursos ou outros serviços financeiros.",""
"24.921.465/0001-43","BLUEFIT ACADEMIAS DE GINASTICA E PARTICIPACOES S.A","Bluefit","Serviços","Opera academias e presta serviços de condicionamento físico e bem-estar.",""
"46.059.783/0001-80","BOA ESPERANCA ENERGIA RENOVAVEL S.A.","BOA Esperanca","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"07.737.623/0001-90","A BODYTECH PARTICIPACOES S.A.","Bodytech","Serviços","Opera academias e presta serviços de condicionamento físico e bem-estar.",""
"42.171.206/0001-24","BON NOME SOLAR PARTICIPACOES S.A.","BON Nome Solar","Energia","Desenvolve ou opera projetos de geração de energia solar fotovoltaica.",""
"34.714.313/0001-23","BONFIM GERACAO E COMERCIO DE ENERGIA SPE S/A","Bonfim Geração e Comercio de Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"31.109.417/0001-10","BORBOREMA TRANSMISSAO DE ENERGIA S.A.","Borborema","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"46.064.087/0001-61","BPG GLORIA EMPREENDIMENTOS E PARTICIPACOES S.A","BPG Gloria","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo BPG Gloria.",""
"14.841.323/0001-12","BR MARINAS S.A.","BR Marinas","Serviços","Opera ativos de turismo, lazer, hospitalidade ou entretenimento.",""
"47.509.120/0001-82","BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL","Bradesco","Serviços Financeiros","Oferece crédito, investimentos, gestão de recursos ou outros serviços financeiros.",""
"03.307.926/0001-12","BRADO LOGISTICA S. A.","Brado","Logística","Presta serviços de transporte, armazenagem, distribuição ou gestão logística.",""
"29.896.310/0001-18","BRASAL ENERGIA S/A","Brasal","O&G","Atua na cadeia de petróleo, gás natural, biocombustíveis ou distribuição de combustíveis.",""
"36.756.997/0001-51","BRASAL PARTICIPACOES S/A","Brasal","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Brasal.",""
"07.314.233/0001-08","BRASIL PCH S.A.","Brasil PCH","Energia","Desenvolve ou opera ativos de geração hidrelétrica.",""
"35.764.708/0001-01","BRASIL TECNOLOGIA E PARTICIPACAO S.A.","Brasil Tecnologia e Participacao","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Brasil Tecnologia e Participacao.",""
"07.628.528/0001-59","BRASILAGRO – COMPANHIA BRASILEIRA DE PROPRIEDADES AGRICOLAS","BrasilAgro","Agro","Atua na produção agrícola, gestão de terras, originação ou comercialização de produtos do agronegócio.",""
"06.267.630/0001-03","COMPANHIA BRASILEIRA DE EDUCACAO E SISTEMAS DE ENSINO S.A.","Brasileira de Educacao e Sistemas de","Educação","Oferece serviços educacionais, ensino superior, cursos profissionais ou plataformas de aprendizagem.",""
"26.366.052/0001-70","COMPANHIA BRASILEIRA DE PLANOS FUNERARIOS S.A.","Brasileira de Planos Funerarios","Serviços","Presta serviços empresariais, operacionais ou especializados a clientes públicos e privados.",""
"27.665.207/0001-31","BRASILPREV SEGUROS E PREVIDENCIA S/A","Brasilprev","Seguros","Oferece seguros, resseguros, previdência, corretagem ou serviços relacionados à proteção de riscos.",""
"42.150.391/0001-70","BRASKEM S/A","Braskem","Indústria","Fabrica produtos, equipamentos ou insumos industriais para diferentes cadeias produtivas.","https://www.braskem.com.br/"
"35.539.616/0001-10","BRASOL PARTICIPACOES E EMP S.A.","Brasol","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Brasol.",""
"12.091.809/0001-55","BRAVA ENERGIA S.A.","Brava Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"11.253.257/0001-71","ENAUTA ENERGIA S.A.","Brava Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"58.478.624/0001-07","BRAZIL GREEN OPPORTUNITIES PARTICIPACOES S.A","Brazil Green Opportunities","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Brazil Green Opportunities.",""
"63.216.005/0001-76","BRAZIL GREEN OPPORTUNITIES II SPE LTDA.","Brazil Green Opportunities II","Serviços","Presta serviços empresariais, operacionais ou especializados a clientes públicos e privados.",""
"14.292.540/0001-09","BRAZIL TOWER CESSAO DE INFRA-ESTRUTURAS S.A.","Brazil Tower","Telecom","Fornece serviços ou infraestrutura de telecomunicações, internet, conectividade e redes.",""
"21.148.231/0001-17","BRENERGIA ENERGIAS RENOVAVEIS S.A.","Brenergia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"10.532.985/0001-50","BRENNAND ENERGIA S.A.","Brennand Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"01.838.723/0001-27","BRF S/A","BRF","Consumo","Produz ou comercializa bens de consumo, como alimentos, bebidas, vestuário, higiene ou calçados.",""
"10.552.848/0001-87","BRILHANTE TRANSMISSORA DE ENERGIA S/A.","Brilhante","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"04.601.397/0001-28","BRISANET SERVICOS DE TELECOMUNICACOES S.A.","Brisanet","Telecom","Fornece serviços ou infraestrutura de telecomunicações, internet, conectividade e redes.",""
"05.380.441/0001-80","BRK AMBIENTAL - MAUA S.A.","BRK","Saneamento","Presta serviços de abastecimento de água, coleta e tratamento de esgoto ou gestão de ativos de saneamento.","https://www.brkambiental.com.br/"
